Source,Target,Type,Weight
51,17,undirected,1
51,52,undirected,1
51,53,undirected,1
51,54,undirected,1
51,55,undirected,1
51,57,undirected,1
51,58,undirected,1
51,59,undirected,1
51,60,undirected,1
51,64,undirected,1
52,61,undirected,1
52,53,undirected,1
52,54,undirected,1
52,55,undirected,1
52,57,undirected,1
52,58,undirected,1
52,59,undirected,1
52,60,undirected,1
61,58,undirected,1
61,59,undirected,1
61,60,undirected,1
58,53,undirected,1
58,54,undirected,1
58,55,undirected,1
58,59,undirected,1
58,60,undirected,1
53,54,undirected,1
53,55,undirected,1
53,59,undirected,1
53,60,undirected,1
54,55,undirected,1
54,59,undirected,1
54,60,undirected,1
55,59,undirected,1
55,60,undirected,1
59,60,undirected,1
13,65,undirected,1
13,66,undirected,1
13,68,undirected,1
13,71,undirected,1
13,72,undirected,1
13,73,undirected,1
13,76,undirected,1
13,77,undirected,1
13,78,undirected,1
13,79,undirected,1
13,80,undirected,1
13,81,undirected,1
25,65,undirected,1
25,66,undirected,1
25,68,undirected,1
25,71,undirected,1
25,72,undirected,1
25,73,undirected,1
25,76,undirected,1
25,77,undirected,1
25,78,undirected,1
25,79,undirected,1
25,80,undirected,1
25,81,undirected,1
56,65,undirected,1
56,66,undirected,1
56,68,undirected,1
56,71,undirected,1
56,72,undirected,1
56,73,undirected,1
56,76,undirected,1
56,77,undirected,1
56,78,undirected,1
56,79,undirected,1
56,80,undirected,1
56,81,undirected,1
71,69,undirected,1
71,70,undirected,1
71,65,undirected,1
71,66,undirected,1
71,68,undirected,1
71,72,undirected,1
71,73,undirected,1
71,76,undirected,1
71,77,undirected,1
71,78,undirected,1
71,79,undirected,1
71,80,undirected,1
71,81,undirected,1
34,71,undirected,1
34,65,undirected,1
34,66,undirected,1
34,68,undirected,1
34,72,undirected,1
34,73,undirected,1
34,76,undirected,1
34,77,undirected,1
34,78,undirected,1
34,79,undirected,1
34,80,undirected,1
34,81,undirected,1
65,66,undirected,1
65,68,undirected,1
65,72,undirected,1
65,73,undirected,1
65,76,undirected,1
65,77,undirected,1
65,78,undirected,1
65,79,undirected,1
65,80,undirected,1
65,81,undirected,1
66,68,undirected,1
66,72,undirected,1
66,73,undirected,1
66,76,undirected,1
66,77,undirected,1
66,78,undirected,1
66,79,undirected,1
66,80,undirected,1
66,81,undirected,1
68,69,undirected,1
68,70,undirected,1
68,74,undirected,1
68,67,undirected,1
68,72,undirected,1
68,73,undirected,1
68,76,undirected,1
68,77,undirected,1
68,78,undirected,1
68,79,undirected,1
68,80,undirected,1
68,81,undirected,1
72,73,undirected,1
72,76,undirected,1
72,77,undirected,1
72,78,undirected,1
72,79,undirected,1
72,80,undirected,1
72,81,undirected,1
73,76,undirected,1
73,77,undirected,1
73,78,undirected,1
73,79,undirected,1
73,80,undirected,1
73,81,undirected,1
76,77,undirected,1
76,78,undirected,1
76,79,undirected,1
76,80,undirected,1
76,81,undirected,1
77,78,undirected,1
77,79,undirected,1
77,80,undirected,1
77,81,undirected,1
78,79,undirected,1
78,80,undirected,1
78,81,undirected,1
79,80,undirected,1
79,81,undirected,1
80,81,undirected,1
13,82,undirected,1
13,84,undirected,1
13,85,undirected,1
13,86,undirected,1
13,90,undirected,1
13,91,undirected,1
13,92,undirected,1
13,94,undirected,1
13,95,undirected,1
13,88,undirected,1
13,89,undirected,1
13,83,undirected,1
13,87,undirected,1
13,97,undirected,1
13,98,undirected,1
13,99,undirected,1
13,102,undirected,1
25,82,undirected,1
25,84,undirected,1
25,85,undirected,1
25,86,undirected,1
25,90,undirected,1
25,91,undirected,1
25,92,undirected,1
25,94,undirected,1
25,95,undirected,1
25,88,undirected,1
25,89,undirected,1
25,83,undirected,1
25,87,undirected,1
25,97,undirected,1
25,98,undirected,1
25,99,undirected,1
25,102,undirected,1
56,82,undirected,1
56,84,undirected,1
56,85,undirected,1
56,86,undirected,1
56,90,undirected,1
56,91,undirected,1
56,92,undirected,1
56,94,undirected,1
56,95,undirected,1
56,88,undirected,1
56,89,undirected,1
56,83,undirected,1
56,87,undirected,1
56,97,undirected,1
56,98,undirected,1
56,99,undirected,1
56,102,undirected,1
71,82,undirected,1
71,84,undirected,1
71,85,undirected,1
71,86,undirected,1
71,90,undirected,1
71,91,undirected,1
71,92,undirected,1
71,94,undirected,1
71,95,undirected,1
71,88,undirected,1
71,89,undirected,1
71,83,undirected,1
71,87,undirected,1
71,97,undirected,1
71,98,undirected,1
71,99,undirected,1
71,102,undirected,1
65,82,undirected,1
65,84,undirected,1
65,85,undirected,1
65,86,undirected,1
65,90,undirected,1
65,91,undirected,1
65,92,undirected,1
65,94,undirected,1
65,95,undirected,1
65,88,undirected,1
65,89,undirected,1
65,83,undirected,1
65,87,undirected,1
65,97,undirected,1
65,98,undirected,1
65,99,undirected,1
65,102,undirected,1
66,82,undirected,1
66,84,undirected,1
66,85,undirected,1
66,86,undirected,1
66,90,undirected,1
66,91,undirected,1
66,92,undirected,1
66,94,undirected,1
66,95,undirected,1
66,88,undirected,1
66,89,undirected,1
66,83,undirected,1
66,87,undirected,1
66,97,undirected,1
66,98,undirected,1
66,99,undirected,1
66,102,undirected,1
34,96,undirected,1
34,82,undirected,1
34,84,undirected,1
34,85,undirected,1
34,86,undirected,1
34,90,undirected,1
34,91,undirected,1
34,92,undirected,1
34,94,undirected,1
34,95,undirected,1
34,88,undirected,1
34,89,undirected,1
34,83,undirected,1
34,87,undirected,1
34,97,undirected,1
34,98,undirected,1
34,99,undirected,1
34,102,undirected,1
88,96,undirected,1
88,82,undirected,1
88,84,undirected,1
88,85,undirected,1
88,86,undirected,1
88,90,undirected,1
88,91,undirected,1
88,92,undirected,1
88,94,undirected,1
88,95,undirected,1
88,89,undirected,1
88,83,undirected,1
88,87,undirected,1
88,97,undirected,1
88,98,undirected,1
88,99,undirected,1
88,102,undirected,1
96,82,undirected,1
96,84,undirected,1
96,85,undirected,1
96,86,undirected,1
96,90,undirected,1
96,91,undirected,1
96,92,undirected,1
96,94,undirected,1
96,95,undirected,1
96,89,undirected,1
96,97,undirected,1
96,98,undirected,1
96,99,undirected,1
96,102,undirected,1
82,93,undirected,1
82,96,undirected,1
82,84,undirected,1
82,85,undirected,1
82,86,undirected,1
82,90,undirected,1
82,91,undirected,1
82,92,undirected,1
82,94,undirected,1
82,95,undirected,1
82,89,undirected,1
82,83,undirected,1
82,87,undirected,1
82,97,undirected,1
82,98,undirected,1
82,99,undirected,1
82,102,undirected,1
93,84,undirected,1
93,85,undirected,1
93,86,undirected,1
84,85,undirected,1
84,86,undirected,1
84,90,undirected,1
84,91,undirected,1
84,92,undirected,1
84,94,undirected,1
84,95,undirected,1
84,89,undirected,1
84,83,undirected,1
84,87,undirected,1
84,97,undirected,1
84,98,undirected,1
84,99,undirected,1
84,102,undirected,1
85,86,undirected,1
85,90,undirected,1
85,91,undirected,1
85,92,undirected,1
85,94,undirected,1
85,95,undirected,1
85,89,undirected,1
85,83,undirected,1
85,87,undirected,1
85,97,undirected,1
85,98,undirected,1
85,99,undirected,1
85,102,undirected,1
86,90,undirected,1
86,91,undirected,1
86,92,undirected,1
86,94,undirected,1
86,95,undirected,1
86,89,undirected,1
86,83,undirected,1
86,87,undirected,1
86,97,undirected,1
86,98,undirected,1
86,99,undirected,1
86,102,undirected,1
90,91,undirected,1
90,92,undirected,1
90,94,undirected,1
90,95,undirected,1
90,89,undirected,1
90,83,undirected,1
90,87,undirected,1
90,97,undirected,1
90,98,undirected,1
90,99,undirected,1
90,102,undirected,1
91,92,undirected,1
91,94,undirected,1
91,95,undirected,1
91,89,undirected,1
91,83,undirected,1
91,87,undirected,1
91,97,undirected,1
91,98,undirected,1
91,99,undirected,1
91,102,undirected,1
92,94,undirected,1
92,95,undirected,1
92,89,undirected,1
92,83,undirected,1
92,87,undirected,1
92,97,undirected,1
92,98,undirected,1
92,99,undirected,1
92,102,undirected,1
94,95,undirected,1
94,89,undirected,1
94,83,undirected,1
94,87,undirected,1
94,97,undirected,1
94,98,undirected,1
94,99,undirected,1
94,102,undirected,1
95,89,undirected,1
95,83,undirected,1
95,87,undirected,1
95,97,undirected,1
95,98,undirected,1
95,99,undirected,1
95,102,undirected,1
89,83,undirected,1
89,87,undirected,1
89,97,undirected,1
89,98,undirected,1
89,99,undirected,1
89,102,undirected,1
83,87,undirected,1
83,97,undirected,1
83,98,undirected,1
83,99,undirected,1
83,102,undirected,1
87,97,undirected,1
87,98,undirected,1
87,99,undirected,1
87,102,undirected,1
97,98,undirected,1
97,99,undirected,1
97,102,undirected,1
98,99,undirected,1
98,102,undirected,1
99,102,undirected,1
13,110,undirected,1
13,114,undirected,1
25,18,undirected,1
25,112,undirected,1
25,113,undirected,1
25,110,undirected,1
25,114,undirected,1
34,111,undirected,1
34,18,undirected,1
34,110,undirected,1
34,114,undirected,1
56,18,undirected,1
56,36,undirected,1
56,37,undirected,1
56,38,undirected,1
56,39,undirected,1
56,110,undirected,1
56,114,undirected,1
71,116,undirected,1
71,18,undirected,1
71,36,undirected,1
71,37,undirected,1
71,38,undirected,1
71,39,undirected,1
71,110,undirected,1
71,114,undirected,1
18,36,undirected,1
18,37,undirected,1
18,38,undirected,1
18,39,undirected,1
18,110,undirected,1
18,114,undirected,1
110,115,undirected,1
110,114,undirected,1
110,36,undirected,1
110,37,undirected,1
110,38,undirected,1
110,39,undirected,1
110,103,undirected,1
110,108,undirected,1
103,108,undirected,1
114,117,undirected,1
114,115,undirected,1
114,36,undirected,1
114,37,undirected,1
114,38,undirected,1
114,39,undirected,1
114,118,undirected,1
112,113,undirected,1
79,15,undirected,1
79,2,undirected,1
79,3,undirected,1
79,8,undirected,1
79,9,undirected,1
79,11,undirected,1
79,14,undirected,1
79,17,undirected,1
79,63,undirected,1
105,106,undirected,1
105,107,undirected,1
105,109,undirected,1
106,107,undirected,1
106,109,undirected,1
107,109,undirected,1
13,119,undirected,1
13,120,undirected,1
13,121,undirected,1
13,122,undirected,1
13,124,undirected,1
13,125,undirected,1
13,126,undirected,1
13,127,undirected,1
13,128,undirected,1
13,129,undirected,1
13,130,undirected,1
13,131,undirected,1
13,132,undirected,1
13,133,undirected,1
13,135,undirected,1
25,119,undirected,1
25,120,undirected,1
25,121,undirected,1
25,122,undirected,1
25,124,undirected,1
25,125,undirected,1
25,126,undirected,1
25,127,undirected,1
25,128,undirected,1
25,129,undirected,1
25,130,undirected,1
25,131,undirected,1
25,132,undirected,1
25,133,undirected,1
25,135,undirected,1
34,119,undirected,1
34,120,undirected,1
34,121,undirected,1
34,122,undirected,1
34,124,undirected,1
34,125,undirected,1
34,126,undirected,1
34,127,undirected,1
34,128,undirected,1
34,129,undirected,1
34,130,undirected,1
34,131,undirected,1
34,132,undirected,1
34,133,undirected,1
34,135,undirected,1
56,119,undirected,1
56,120,undirected,1
56,121,undirected,1
56,122,undirected,1
56,124,undirected,1
56,125,undirected,1
56,126,undirected,1
56,127,undirected,1
56,128,undirected,1
56,129,undirected,1
56,130,undirected,1
56,131,undirected,1
56,132,undirected,1
56,133,undirected,1
56,135,undirected,1
71,119,undirected,1
71,120,undirected,1
71,121,undirected,1
71,122,undirected,1
71,124,undirected,1
71,125,undirected,1
71,126,undirected,1
71,127,undirected,1
71,128,undirected,1
71,129,undirected,1
71,130,undirected,1
71,131,undirected,1
71,132,undirected,1
71,133,undirected,1
71,135,undirected,1
119,123,undirected,1
119,120,undirected,1
119,121,undirected,1
119,122,undirected,1
119,124,undirected,1
119,125,undirected,1
120,123,undirected,1
120,121,undirected,1
120,122,undirected,1
120,124,undirected,1
120,125,undirected,1
122,135,undirected,1
122,126,undirected,1
122,131,undirected,1
126,131,undirected,1
126,135,undirected,1
131,135,undirected,1
13,136,undirected,1
13,138,undirected,1
13,139,undirected,1
13,140,undirected,1
25,136,undirected,1
25,138,undirected,1
25,139,undirected,1
25,140,undirected,1
34,136,undirected,1
34,138,undirected,1
34,139,undirected,1
34,140,undirected,1
56,136,undirected,1
56,138,undirected,1
56,139,undirected,1
56,140,undirected,1
71,136,undirected,1
71,138,undirected,1
71,139,undirected,1
71,140,undirected,1
122,136,undirected,1
122,138,undirected,1
131,136,undirected,1
131,138,undirected,1
110,143,undirected,1
114,143,undirected,1
136,138,undirected,1
136,148,undirected,1
136,147,undirected,1
136,146,undirected,1
138,148,undirected,1
138,147,undirected,1
138,146,undirected,1
148,147,undirected,1
13,149,undirected,1
13,150,undirected,1
13,151,undirected,1
13,152,undirected,1
13,153,undirected,1
13,154,undirected,1
13,156,undirected,1
13,161,undirected,1
25,149,undirected,1
25,150,undirected,1
25,151,undirected,1
25,152,undirected,1
25,153,undirected,1
25,154,undirected,1
25,156,undirected,1
25,161,undirected,1
34,149,undirected,1
34,150,undirected,1
34,151,undirected,1
34,152,undirected,1
34,153,undirected,1
34,154,undirected,1
34,156,undirected,1
34,161,undirected,1
56,149,undirected,1
56,150,undirected,1
56,151,undirected,1
56,152,undirected,1
56,153,undirected,1
56,154,undirected,1
56,156,undirected,1
56,161,undirected,1
71,149,undirected,1
71,150,undirected,1
71,151,undirected,1
71,152,undirected,1
71,153,undirected,1
71,154,undirected,1
71,156,undirected,1
71,161,undirected,1
122,149,undirected,1
122,150,undirected,1
122,151,undirected,1
122,152,undirected,1
122,153,undirected,1
122,154,undirected,1
122,156,undirected,1
122,161,undirected,1
131,149,undirected,1
131,150,undirected,1
131,151,undirected,1
131,152,undirected,1
131,153,undirected,1
131,154,undirected,1
131,156,undirected,1
131,161,undirected,1
156,158,undirected,1
156,155,undirected,1
156,149,undirected,1
156,150,undirected,1
156,151,undirected,1
156,152,undirected,1
156,153,undirected,1
156,154,undirected,1
156,161,undirected,1
158,149,undirected,1
158,150,undirected,1
158,151,undirected,1
158,152,undirected,1
158,153,undirected,1
158,154,undirected,1
154,155,undirected,1
154,149,undirected,1
154,150,undirected,1
154,151,undirected,1
154,152,undirected,1
154,153,undirected,1
154,154,undirected,1
154,161,undirected,1
151,159,undirected,1
151,160,undirected,1
151,118,undirected,1
151,126,undirected,1
151,149,undirected,1
151,150,undirected,1
151,152,undirected,1
151,153,undirected,1
149,159,undirected,1
149,126,undirected,1
149,150,undirected,1
149,152,undirected,1
149,153,undirected,1
150,159,undirected,1
150,126,undirected,1
150,152,undirected,1
150,153,undirected,1
152,159,undirected,1
152,126,undirected,1
152,153,undirected,1
157,149,undirected,1
157,150,undirected,1
157,151,undirected,1
157,161,undirected,1
153,159,undirected,1
153,118,undirected,1
159,118,undirected,1
13,162,undirected,1
13,173,undirected,1
13,163,undirected,1
13,171,undirected,1
13,212,undirected,1
13,213,undirected,1
13,180,undirected,1
13,193,undirected,1
13,194,undirected,1
13,195,undirected,1
13,196,undirected,1
13,197,undirected,1
13,198,undirected,1
13,198,undirected,1
13,185,undirected,1
13,183,undirected,1
13,142,undirected,1
13,145,undirected,1
13,144,undirected,1
13,191,undirected,1
13,175,undirected,1
13,176,undirected,1
13,177,undirected,1
13,178,undirected,1
13,179,undirected,1
13,192,undirected,1
13,214,undirected,1
25,200,undirected,1
25,210,undirected,1
25,162,undirected,1
25,163,undirected,1
25,171,undirected,1
25,212,undirected,1
25,213,undirected,1
25,180,undirected,1
25,193,undirected,1
25,194,undirected,1
25,195,undirected,1
25,196,undirected,1
25,197,undirected,1
25,198,undirected,1
25,198,undirected,1
25,185,undirected,1
25,183,undirected,1
25,142,undirected,1
25,145,undirected,1
25,144,undirected,1
25,191,undirected,1
25,175,undirected,1
25,176,undirected,1
25,177,undirected,1
25,178,undirected,1
25,179,undirected,1
25,192,undirected,1
25,214,undirected,1
34,200,undirected,1
34,210,undirected,1
34,162,undirected,1
34,163,undirected,1
34,171,undirected,1
34,212,undirected,1
34,213,undirected,1
34,180,undirected,1
34,193,undirected,1
34,194,undirected,1
34,195,undirected,1
34,196,undirected,1
34,197,undirected,1
34,198,undirected,1
34,198,undirected,1
34,185,undirected,1
34,183,undirected,1
34,142,undirected,1
34,145,undirected,1
34,144,undirected,1
34,191,undirected,1
34,175,undirected,1
34,176,undirected,1
34,177,undirected,1
34,178,undirected,1
34,179,undirected,1
34,192,undirected,1
34,214,undirected,1
56,200,undirected,1
56,210,undirected,1
56,162,undirected,1
56,163,undirected,1
56,171,undirected,1
56,212,undirected,1
56,213,undirected,1
56,180,undirected,1
56,193,undirected,1
56,194,undirected,1
56,195,undirected,1
56,196,undirected,1
56,197,undirected,1
56,198,undirected,1
56,198,undirected,1
56,185,undirected,1
56,183,undirected,1
56,142,undirected,1
56,145,undirected,1
56,144,undirected,1
56,191,undirected,1
56,175,undirected,1
56,176,undirected,1
56,177,undirected,1
56,178,undirected,1
56,179,undirected,1
56,192,undirected,1
56,214,undirected,1
71,200,undirected,1
71,210,undirected,1
71,162,undirected,1
71,163,undirected,1
71,171,undirected,1
71,212,undirected,1
71,213,undirected,1
71,180,undirected,1
71,193,undirected,1
71,194,undirected,1
71,195,undirected,1
71,196,undirected,1
71,197,undirected,1
71,198,undirected,1
71,198,undirected,1
71,185,undirected,1
71,183,undirected,1
71,142,undirected,1
71,145,undirected,1
71,144,undirected,1
71,191,undirected,1
71,175,undirected,1
71,176,undirected,1
71,177,undirected,1
71,178,undirected,1
71,179,undirected,1
71,192,undirected,1
71,214,undirected,1
156,200,undirected,1
156,210,undirected,1
156,162,undirected,1
156,163,undirected,1
156,171,undirected,1
156,212,undirected,1
156,213,undirected,1
156,180,undirected,1
156,193,undirected,1
156,194,undirected,1
156,195,undirected,1
156,196,undirected,1
156,197,undirected,1
156,198,undirected,1
156,198,undirected,1
156,185,undirected,1
156,183,undirected,1
156,142,undirected,1
156,145,undirected,1
156,144,undirected,1
156,191,undirected,1
156,175,undirected,1
156,176,undirected,1
156,177,undirected,1
156,178,undirected,1
156,179,undirected,1
156,192,undirected,1
156,126,undirected,1
156,214,undirected,1
156,135,undirected,1
159,122,undirected,1
159,216,undirected,1
159,131,undirected,1
159,126,undirected,1
159,163,undirected,1
159,171,undirected,1
159,203,undirected,1
159,204,undirected,1
159,205,undirected,1
159,206,undirected,1
159,212,undirected,1
159,213,undirected,1
159,215,undirected,1
159,180,undirected,1
159,193,undirected,1
159,194,undirected,1
159,195,undirected,1
159,196,undirected,1
159,197,undirected,1
159,198,undirected,1
159,199,undirected,1
159,182,undirected,1
159,183,undirected,1
159,184,undirected,1
159,185,undirected,1
159,186,undirected,1
159,187,undirected,1
159,188,undirected,1
159,189,undirected,1
159,190,undirected,1
159,181,undirected,1
159,110,undirected,1
159,114,undirected,1
159,192,undirected,1
159,214,undirected,1
159,142,undirected,1
159,135,undirected,1
159,145,undirected,1
159,175,undirected,1
159,176,undirected,1
159,177,undirected,1
159,178,undirected,1
159,179,undirected,1
216,122,undirected,1
216,131,undirected,1
216,126,undirected,1
216,163,undirected,1
216,171,undirected,1
216,203,undirected,1
216,204,undirected,1
216,205,undirected,1
216,206,undirected,1
216,212,undirected,1
216,213,undirected,1
216,215,undirected,1
216,180,undirected,1
216,193,undirected,1
216,194,undirected,1
216,195,undirected,1
216,196,undirected,1
216,197,undirected,1
216,198,undirected,1
216,199,undirected,1
216,182,undirected,1
216,183,undirected,1
216,184,undirected,1
216,185,undirected,1
216,186,undirected,1
216,187,undirected,1
122,163,undirected,1
122,171,undirected,1
122,203,undirected,1
122,204,undirected,1
122,205,undirected,1
122,206,undirected,1
122,212,undirected,1
122,213,undirected,1
122,215,undirected,1
122,180,undirected,1
122,193,undirected,1
122,194,undirected,1
122,195,undirected,1
122,196,undirected,1
122,197,undirected,1
122,198,undirected,1
122,199,undirected,1
122,182,undirected,1
122,183,undirected,1
122,184,undirected,1
122,185,undirected,1
122,186,undirected,1
122,187,undirected,1
122,188,undirected,1
122,189,undirected,1
122,190,undirected,1
122,181,undirected,1
131,163,undirected,1
131,171,undirected,1
131,203,undirected,1
131,204,undirected,1
131,205,undirected,1
131,206,undirected,1
131,212,undirected,1
131,213,undirected,1
131,215,undirected,1
131,180,undirected,1
131,193,undirected,1
131,194,undirected,1
131,195,undirected,1
131,196,undirected,1
131,197,undirected,1
131,198,undirected,1
131,199,undirected,1
131,182,undirected,1
131,183,undirected,1
131,184,undirected,1
131,185,undirected,1
131,186,undirected,1
131,187,undirected,1
131,188,undirected,1
131,189,undirected,1
131,190,undirected,1
126,163,undirected,1
126,171,undirected,1
126,203,undirected,1
126,204,undirected,1
126,205,undirected,1
126,206,undirected,1
126,212,undirected,1
126,213,undirected,1
126,215,undirected,1
126,180,undirected,1
126,193,undirected,1
126,194,undirected,1
126,195,undirected,1
126,196,undirected,1
126,197,undirected,1
126,198,undirected,1
126,199,undirected,1
126,182,undirected,1
126,183,undirected,1
126,184,undirected,1
126,185,undirected,1
126,186,undirected,1
126,187,undirected,1
126,188,undirected,1
126,189,undirected,1
126,190,undirected,1
126,181,undirected,1
163,171,undirected,1
163,203,undirected,1
163,204,undirected,1
163,205,undirected,1
163,206,undirected,1
163,212,undirected,1
163,213,undirected,1
163,215,undirected,1
163,180,undirected,1
163,193,undirected,1
163,194,undirected,1
163,195,undirected,1
163,196,undirected,1
163,197,undirected,1
163,198,undirected,1
163,199,undirected,1
163,182,undirected,1
163,183,undirected,1
163,184,undirected,1
163,185,undirected,1
163,186,undirected,1
163,187,undirected,1
163,188,undirected,1
163,189,undirected,1
163,190,undirected,1
163,181,undirected,1
163,110,undirected,1
163,114,undirected,1
163,192,undirected,1
163,214,undirected,1
163,142,undirected,1
163,135,undirected,1
163,145,undirected,1
163,175,undirected,1
163,176,undirected,1
163,177,undirected,1
163,178,undirected,1
163,179,undirected,1
171,217,undirected,1
171,203,undirected,1
171,204,undirected,1
171,205,undirected,1
171,206,undirected,1
171,212,undirected,1
171,213,undirected,1
171,215,undirected,1
171,180,undirected,1
171,193,undirected,1
171,194,undirected,1
171,195,undirected,1
171,196,undirected,1
171,197,undirected,1
171,198,undirected,1
171,199,undirected,1
171,182,undirected,1
171,183,undirected,1
171,184,undirected,1
171,185,undirected,1
171,186,undirected,1
171,187,undirected,1
171,188,undirected,1
171,189,undirected,1
171,190,undirected,1
171,181,undirected,1
171,110,undirected,1
171,114,undirected,1
171,192,undirected,1
171,214,undirected,1
171,142,undirected,1
171,135,undirected,1
171,145,undirected,1
